,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,roi
322,23,2016-08-19,Ben-Hur,95000000,26410477,91669648,tt2638144,Ben-Hur,Ben-Hur,2016,123.0,"['Action', 'Adventure', 'Drama']",5.7,37975,0.9649436631578947
323,8,1959-11-18,Ben-Hur,15000000,73000000,73259017,tt2638144,Ben-Hur,Ben-Hur,2016,123.0,"['Action', 'Adventure', 'Drama']",5.7,37975,4.883934466666667
324,24,2015-02-06,Seventh Son,95000000,17725785,108874967,tt1121096,Seventh Son,Seventh Son,2014,102.0,"['Action', 'Adventure', 'Fantasy']",5.5,66565,1.1460522842105263
325,29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,2014,129.0,"['Action', 'Adventure', 'Comedy']",7.7,544510,4.303848127659575
326,31,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,470986200,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"['Action', 'Drama', 'Sci-Fi']",7.6,473020,5.064367741935484
327,34,2013-02-14,A Good Day to Die Hard,92000000,67349198,304249198,tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,2013,98.0,"['Action', 'Thriller']",5.3,188383,3.3070565
328,37,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,187861183,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"['Adventure', 'Comedy', 'Drama']",7.3,275300,2.0644086043956045
329,38,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,119.0,"['Action', 'Adventure', 'Comedy']",7.0,242735,10.716624366666666
330,42,2009-12-25,Sherlock Holmes,90000000,209028679,498438212,tt2304901,Sherlock Holmes,Sherlock Holmes,2011,77.0,['Adventure'],5.4,48,5.538202355555556
331,46,2011-04-15,Rio,90000000,143619809,487519809,tt1436562,Rio,Rio,2011,96.0,"['Adventure', 'Animation', 'Comedy']",6.9,191621,5.416886766666667
332,46,2011-04-15,Rio,90000000,143619809,487519809,tt2614250,Rio,Rio,2012,90.0,['Documentary'],8.3,14,5.416886766666667
333,46,2011-04-15,Rio,90000000,143619809,487519809,tt5734820,Rio,Rio,2017,87.0,['Drama'],2.6,7,5.416886766666667
334,51,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970,tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158.0,"['Crime', 'Drama', 'Mystery']",7.8,387580,2.6597107777777778
335,52,1997-07-11,Contact,90000000,100920329,165900000,tt1564021,Contact,Contact,2010,79.0,"['Documentary', 'History']",7.3,23,1.8433333333333333
336,52,1997-07-11,Contact,90000000,100920329,165900000,tt7332012,Contact,Contact,2017,172.0,['Documentary'],8.7,40,1.8433333333333333
337,55,2016-09-23,The Magnificent Seven,90000000,93432655,162525156,tt2404435,The Magnificent Seven,The Magnificent Seven,2016,132.0,"['Action', 'Adventure', 'Western']",6.9,168514,1.8058350666666667
338,56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"['Adventure', 'Animation', 'Comedy']",5.1,14507,2.772421733333333
339,59,2015-07-24,Pixels,90000000,78765986,244041804,tt1664775,Pixels,Piksele,2010,100.0,"['Action', 'Comedy']",4.6,54,2.7115756
340,59,2015-07-24,Pixels,90000000,78765986,244041804,tt2120120,Pixels,Pixels,2015,105.0,"['Action', 'Comedy', 'Sci-Fi']",5.6,119789,2.7115756
341,63,2005-04-22,The Interpreter,90000000,72708161,162753837,tt7368554,The Interpreter,The Interpreter,2018,113.0,"['Comedy', 'Drama']",6.7,241,1.8083759666666666
342,64,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,tt1854564,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013,106.0,"['Adventure', 'Family', 'Fantasy']",5.8,102313,2.231772822222222
343,66,2016-06-10,Now You See Me 2,90000000,65075540,328325007,tt3110958,Now You See Me 2,Now You See Me 2,2016,129.0,"['Action', 'Adventure', 'Comedy']",6.5,216219,3.648055633333333
344,68,1997-04-04,The Saint,90000000,61363304,169400000,tt5846676,The Saint,Sventasis,2016,96.0,['Drama'],6.4,516,1.8822222222222222
345,70,2018-03-16,Tomb Raider,90000000,58250803,273477501,tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"['Action', 'Adventure', 'Fantasy']",6.3,163560,3.0386389
346,73,1997-04-25,Volcano,90000000,47546796,120100000,tt1695831,Volcano,Eldfjall,2011,99.0,['Drama'],7.2,1181,1.3344444444444445
347,73,1997-04-25,Volcano,90000000,47546796,120100000,tt7186036,Volcano,Volcano,2018,104.0,"['Comedy', 'Drama']",6.9,172,1.3344444444444445
348,76,2011-08-19,Conan the Barbarian,90000000,21295021,63356133,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"['Action', 'Adventure', 'Fantasy']",5.2,90834,0.7039570333333334
349,44,1982-05-14,Conan the Barbarian,20000000,38264085,79114085,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"['Action', 'Adventure', 'Fantasy']",5.2,90834,3.95570425
350,77,2011-10-21,The Three Musketeers,90000000,20377913,139877913,tt1509767,The Three Musketeers,The Three Musketeers,2011,110.0,"['Action', 'Adventure', 'Romance']",5.8,98408,1.5541990333333333
351,77,2011-10-21,The Three Musketeers,90000000,20377913,139877913,tt3274666,The Three Musketeers,Tri mushketera,2013,112.0,['Adventure'],3.7,213,1.5541990333333333
352,78,2017-04-21,The Promise,90000000,8224288,10551417,tt4192918,The Promise,The Promise,2017,,['Comedy'],8.8,53,0.11723796666666667
353,78,2017-04-21,The Promise,90000000,8224288,10551417,tt4776998,The Promise,The Promise,2016,133.0,"['Drama', 'History']",6.1,164555,0.11723796666666667
354,78,2017-04-21,The Promise,90000000,8224288,10551417,tt6072400,The Promise,The Promise,2016,90.0,['Thriller'],5.8,8,0.11723796666666667
355,78,2017-04-21,The Promise,90000000,8224288,10551417,tt7232438,The Promise,Puen Tee Raluek,2017,114.0,"['Drama', 'Horror', 'Thriller']",6.1,629,0.11723796666666667
356,79,2010-11-24,The Nutcracker in 3D,90000000,195459,20466016,tt1041804,The Nutcracker in 3D,The Nutcracker in 3D,2010,110.0,"['Action', 'Family', 'Fantasy']",4.3,3119,0.22740017777777777
357,80,2017-12-13,Bright,90000000,0,0,tt5519340,Bright,Bright,2017,117.0,"['Action', 'Crime', 'Fantasy']",6.4,147834,0.0
358,84,2018-09-14,The Predator,88000000,51024708,159487563,tt3829266,The Predator,The Predator,2018,107.0,"['Action', 'Adventure', 'Sci-Fi']",5.4,94888,1.8123586704545454
359,88,2000-12-22,Cast Away,85000000,233632142,427230516,tt6473952,Cast Away,Cast Away,2017,90.0,"['Adventure', 'Drama']",6.3,11,5.026241364705882
360,95,2014-03-21,Divergent,85000000,150947895,276014965,tt1840309,Divergent,Divergent,2014,139.0,"['Action', 'Adventure', 'Mystery']",6.7,399703,3.247234882352941
361,96,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"['Animation', 'Comedy', 'Family']",7.1,204571,4.453009552941176
362,97,2019-04-05,Shazam!,85000000,139606856,362899733,tt0448115,Shazam!,Shazam!,2019,132.0,"['Action', 'Adventure', 'Comedy']",7.4,109051,4.2694086235294115
363,99,2012-02-10,Safe House,85000000,126181630,208542162,tt1599348,Safe House,Safe House,2012,115.0,"['Action', 'Adventure', 'Crime']",6.8,192655,2.4534372
364,5,2011-11-04,Tower Heist,85000000,78046570,150422946,tt0471042,Tower Heist,Tower Heist,2011,104.0,"['Action', 'Comedy', 'Crime']",6.2,125102,1.7696817176470587
365,7,2012-03-30,Mirror Mirror,85000000,64935167,173613482,tt1667353,Mirror Mirror,Mirror Mirror,2012,106.0,"['Adventure', 'Comedy', 'Drama']",5.6,79510,2.0425115529411766
366,14,2011-11-23,Arthur Christmas,85000000,46462469,149717124,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"['Adventure', 'Animation', 'Comedy']",7.1,45439,1.7613779294117646
367,15,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,345033359,tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"['Action', 'Adventure', 'Thriller']",5.2,77976,4.0592159882352945
368,17,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"['Action', 'Comedy', 'Family']",4.3,12642,1.3297221529411765
369,19,2002-03-15,Showtime,85000000,37948765,78948765,tt1720297,Showtime,Yong xin tiao,2010,100.0,"['Drama', 'Fantasy', 'Musical']",4.2,20,0.928809
370,24,1997-05-09,Father's Day,85000000,28681080,35681080,tt1727261,Father's Day,Father's Day,2011,99.0,"['Action', 'Comedy', 'Horror']",6.0,2482,0.4197774117647059
371,24,1997-05-09,Father's Day,85000000,28681080,35681080,tt4003682,Father's Day,Fathers Day,2012,128.0,['Drama'],6.1,11,0.4197774117647059
372,25,2017-12-20,The Greatest Showman,84000000,174340174,386665550,tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,"['Biography', 'Drama', 'Musical']",7.6,199663,4.603161309523809
373,28,2013-07-19,RED 2,84000000,53262560,141507355,tt1821694,RED 2,RED 2,2013,116.0,"['Action', 'Comedy', 'Crime']",6.6,148846,1.684611369047619
374,29,2006-06-23,Click,82500000,137355633,237685089,tt1596723,Click,Click,2010,127.0,"['Drama', 'Horror', 'Mystery']",3.6,290,2.8810313818181816
375,31,2008-02-14,Jumper,82500000,80172128,222640812,tt2923554,Jumper,Jumper,2013,5.0,"['Biography', 'Documentary', 'Drama']",8.0,5,2.6986765090909093
376,34,2010-08-13,The Expendables,82000000,103068524,268268174,tt1320253,The Expendables,The Expendables,2010,103.0,"['Action', 'Adventure', 'Thriller']",6.5,307897,3.2715630975609757
377,38,2012-03-23,The Hunger Games,80000000,408010692,677923379,tt1392170,The Hunger Games,The Hunger Games,2012,142.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,795227,8.4740422375
378,39,2011-05-26,The Hangover Part II,80000000,254464305,586464305,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"['Comedy', 'Mystery']",6.5,432800,7.3308038125
379,41,2017-02-10,The Lego Batman Movie,80000000,175750384,310660018,tt4116284,The Lego Batman Movie,The Lego Batman Movie,2017,104.0,"['Action', 'Animation', 'Comedy']",7.3,116433,3.883250225
380,42,2015-09-25,Hotel Transylvania 2,80000000,169700110,469500298,tt2510894,Hotel Transylvania 2,Hotel Transylvania 2,2015,89.0,"['Animation', 'Comedy', 'Family']",6.7,92905,5.868753725
381,48,2013-07-12,Grown Ups 2,80000000,133668525,247023808,tt2191701,Grown Ups 2,Grown Ups 2,2013,101.0,['Comedy'],5.4,128500,3.0877976
382,49,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"['Adventure', 'Animation', 'Comedy']",4.4,28158,4.3636065375
383,52,2010-02-19,Shutter Island,80000000,128012934,299461782,tt1130884,Shutter Island,Shutter Island,2010,138.0,"['Mystery', 'Thriller']",8.1,1005960,3.743272275
384,62,2010-12-17,Yogi Bear,80000000,100246011,204774690,tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"['Adventure', 'Animation', 'Comedy']",4.6,18934,2.559683625
385,64,2010-01-15,The Book of Eli,80000000,94835059,158750817,tt1037705,The Book of Eli,The Book of Eli,2010,118.0,"['Action', 'Adventure', 'Drama']",6.9,271307,1.9843852125
386,68,2014-10-17,Fury,80000000,85817906,210315681,tt2713180,Fury,Fury,2014,134.0,"['Action', 'Drama', 'War']",7.6,381993,2.6289460125
387,69,2018-09-28,Smallfoot,80000000,83240103,213691277,tt6182908,Smallfoot,Smallfoot,2018,96.0,"['Adventure', 'Animation', 'Comedy']",6.7,23295,2.6711409625
388,71,2011-07-08,Zookeeper,80000000,80360866,170805525,tt1222817,Zookeeper,Zookeeper,2011,102.0,"['Comedy', 'Family', 'Romance']",5.2,52396,2.1350690625
389,73,1997-08-08,Conspiracy Theory,80000000,76118990,142783718,tt5354458,Conspiracy Theory,Lake on Fire,2016,79.0,"['Horror', 'Thriller']",5.8,688,1.784796475
390,81,2019-06-07,The Secret Life of Pets 2,80000000,63795655,113351496,tt5113040,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86.0,"['Adventure', 'Animation', 'Comedy']",6.6,3467,1.4168937
391,89,2001-06-08,Evolution,80000000,38311134,98341932,tt4291590,Evolution,Évolution,2015,81.0,"['Drama', 'Mystery', 'Sci-Fi']",6.0,5266,1.22927415
392,95,1996-12-06,Daylight,80000000,32908290,158908290,tt1254978,Daylight,Daylight,2010,75.0,"['Crime', 'Horror', 'Thriller']",5.1,201,1.986353625
393,95,1996-12-06,Daylight,80000000,32908290,158908290,tt2359002,Daylight,Daglicht,2013,114.0,"['Drama', 'Mystery', 'Thriller']",7.0,3484,1.986353625
394,95,1996-12-06,Daylight,80000000,32908290,158908290,tt2362036,Daylight,Daylight,2013,97.0,"['Drama', 'Horror', 'Mystery']",4.1,397,1.986353625
395,96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015,106.0,"['Action', 'Adventure', 'Fantasy']",6.0,86118,1.6352364
396,97,2014-02-21,Pompeii,80000000,23169033,108469033,tt1921064,Pompeii,Pompeii,2014,105.0,"['Action', 'Adventure', 'Drama']",5.5,100467,1.3558629125
397,1,2003-11-26,Timeline,80000000,19480739,26703184,tt3222720,Timeline,Timeline,2014,135.0,['Romance'],6.9,283,0.3337898
398,10,2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,318146162,tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012,94.0,"['Action', 'Adventure', 'Comedy']",5.8,83507,4.027166607594936
399,11,2011-11-11,Jack and Jill,79000000,74158157,150519217,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,['Comedy'],3.3,71361,1.9053065443037975
400,13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95.0,"['Adventure', 'Animation', 'Comedy']",6.4,81010,3.517854474358974
401,19,2016-02-12,The Little Prince,77500000,1311213,102028919,tt10075374,The Little Prince,The Little Prince,2019,93.0,['Action'],8.3,6,1.3165021806451613
402,19,2016-02-12,The Little Prince,77500000,1311213,102028919,tt1754656,The Little Prince,Le Petit Prince,2015,108.0,"['Adventure', 'Animation', 'Drama']",7.7,50015,1.3165021806451613
403,19,2016-02-12,The Little Prince,77500000,1311213,102028919,tt5317732,The Little Prince,The Little Prince,2015,,['Documentary'],7.8,6,1.3165021806451613
404,21,2018-07-20,The Equalizer 2,77000000,102084362,190453132,tt3766354,The Equalizer 2,The Equalizer 2,2018,121.0,"['Action', 'Crime', 'Thriller']",6.7,97963,2.473417298701299
405,22,2013-07-03,Despicable Me 2,76000000,368065385,975216835,tt1690953,Despicable Me 2,Despicable Me 2,2013,98.0,"['Adventure', 'Animation', 'Comedy']",7.4,344230,12.831800460526315
406,26,2016-07-08,The Secret Life of Pets,75000000,368384330,886750534,tt2709768,The Secret Life of Pets,The Secret Life of Pets,2016,87.0,"['Adventure', 'Animation', 'Comedy']",6.5,161997,11.823340453333333
407,29,2016-12-21,Sing,75000000,270329045,634454789,tt3470600,Sing,Sing,2016,108.0,"['Animation', 'Comedy', 'Family']",7.1,115951,8.459397186666667
408,30,2017-06-30,Despicable Me 3,75000000,264624300,1034727750,tt3469046,Despicable Me 3,Despicable Me 3,2017,89.0,"['Adventure', 'Animation', 'Comedy']",6.3,92580,13.79637
409,34,2010-06-25,Grown Ups,75000000,162001186,272223430,tt1375670,Grown Ups,Grown Ups,2010,102.0,['Comedy'],6.0,210377,3.629645733333333
410,37,2008-06-27,Wanted,75000000,134508551,342416460,tt1737267,Wanted,Wanted,2010,110.0,['Action'],6.3,271,4.5655528
411,37,2008-06-27,Wanted,75000000,134508551,342416460,tt1831825,Wanted,Wanted,2011,160.0,"['Action', 'Drama']",4.5,95,4.5655528
412,38,1996-06-07,The Rock,75000000,134069511,336069511,tt4617100,The Rock,The Rock,2016,70.0,['Comedy'],8.7,15,4.480926813333333
413,41,2013-05-31,Now You See Me,75000000,117723989,342769200,tt1670345,Now You See Me,Now You See Me,2013,115.0,"['Crime', 'Mystery', 'Thriller']",7.3,553156,4.570256
414,41,2013-05-31,Now You See Me,75000000,117723989,342769200,tt2221640,Now You See Me,Now You See Me,2012,98.0,"['Drama', 'Horror', 'Thriller']",7.0,237,4.570256
415,43,2018-08-03,Christopher Robin,75000000,99215042,197504758,tt4575576,Christopher Robin,Christopher Robin,2018,104.0,"['Adventure', 'Animation', 'Comedy']",7.3,52737,2.633396773333333
416,45,2011-11-11,Immortals,75000000,83504017,211562435,tt1253864,Immortals,Immortals,2011,110.0,"['Action', 'Drama', 'Fantasy']",6.0,152992,2.820832466666667
417,51,1999-04-16,Life,75000000,64062587,73521587,tt1869538,Life,Life,2010,75.0,['Documentary'],7.8,5,0.9802878266666667
418,51,1999-04-16,Life,75000000,64062587,73521587,tt2948840,Life,Life,2015,111.0,"['Biography', 'Drama']",6.1,6604,0.9802878266666667
419,51,1999-04-16,Life,75000000,64062587,73521587,tt5442430,Life,Life,2017,104.0,"['Horror', 'Sci-Fi', 'Thriller']",6.6,182840,0.9802878266666667
420,66,2017-03-24,Life,58000000,30234022,100929666,tt1869538,Life,Life,2010,75.0,['Documentary'],7.8,5,1.7401666551724138
421,66,2017-03-24,Life,58000000,30234022,100929666,tt2948840,Life,Life,2015,111.0,"['Biography', 'Drama']",6.1,6604,1.7401666551724138
422,66,2017-03-24,Life,58000000,30234022,100929666,tt5442430,Life,Life,2017,104.0,"['Horror', 'Sci-Fi', 'Thriller']",6.6,182840,1.7401666551724138
423,54,2010-06-04,Killers,75000000,47059963,95572749,tt1103153,Killers,Killers,2010,100.0,"['Action', 'Comedy', 'Romance']",5.4,82237,1.27430332
424,54,2010-06-04,Killers,75000000,47059963,95572749,tt2409300,Killers,Killers,2014,137.0,"['Action', 'Crime', 'Drama']",6.5,4472,1.27430332
425,62,2011-03-25,Sucker Punch,75000000,36392502,89758389,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"['Action', 'Adventure', 'Fantasy']",6.1,218371,1.19677852
426,63,2005-03-11,Hostage,75000000,34636443,77636443,tt1772292,Hostage,Junction,2012,91.0,['Thriller'],5.7,446,1.0351525733333333
427,63,2005-03-11,Hostage,75000000,34636443,77636443,tt3212738,Hostage,Jak jsme hráli cáru,2014,97.0,"['Comedy', 'Drama', 'History']",6.3,101,1.0351525733333333
428,64,2016-10-28,Inferno,75000000,34343574,219519367,tt1686470,Inferno,Giao lo dinh menh,2010,100.0,['Thriller'],6.3,50,2.926924893333333
429,64,2016-10-28,Inferno,75000000,34343574,219519367,tt3062096,Inferno,Inferno,2016,121.0,"['Action', 'Adventure', 'Crime']",6.2,138978,2.926924893333333
430,64,2016-10-28,Inferno,75000000,34343574,219519367,tt3219106,Inferno,Inferno,2014,113.0,['Drama'],6.3,183,2.926924893333333
431,69,1999-01-15,Virus,75000000,14010690,30626690,tt1819776,Virus,Virus,2011,,"['Mystery', 'Sci-Fi', 'Thriller']",5.4,5,0.4083558666666667
432,69,1999-01-15,Virus,75000000,14010690,30626690,tt8941440,Virus,Virus,2019,152.0,"['Drama', 'Thriller']",8.6,372,0.4083558666666667
433,73,2015-07-10,Minions,74000000,336045770,1160336173,tt2293640,Minions,Minions,2015,91.0,"['Adventure', 'Animation', 'Comedy']",6.4,193917,15.680218554054054
434,74,2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,92.0,"['Adventure', 'Animation', 'Comedy']",6.0,43560,4.202880824324325
435,75,2000-11-22,Unbreakable,73243106,94999143,248099143,tt4097114,Unbreakable,Unbreakable,2014,80.0,"['Adventure', 'Biography', 'Documentary']",7.2,48,3.387337819889834
436,77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,tt1985949,The Angry Birds Movie,Angry Birds,2016,97.0,"['Action', 'Animation', 'Comedy']",6.3,69624,4.826409410958904
437,87,2001-04-27,Driven,72000000,32616869,54616869,tt5592796,Driven,Driven,2018,108.0,"['Biography', 'Drama', 'Thriller']",6.6,118,0.758567625
438,87,2001-04-27,Driven,72000000,32616869,54616869,tt7692822,Driven,Driven,2019,,['Thriller'],8.4,25,0.758567625
439,9,2013-03-22,Olympus Has Fallen,70000000,98927592,172878928,tt2302755,Olympus Has Fallen,Olympus Has Fallen,2013,119.0,"['Action', 'Thriller']",6.5,235443,2.4696989714285715
440,12,2011-12-25,War Horse,70000000,79883359,156815529,tt1568911,War Horse,War Horse,2011,146.0,"['Drama', 'History', 'War']",7.2,136447,2.2402218428571428
441,12,2011-12-25,War Horse,70000000,79883359,156815529,tt3313072,War Horse,National Theatre Live: War Horse,2014,,['Drama'],8.6,143,2.2402218428571428
442,14,2014-02-07,The Monuments Men,70000000,78031620,158702748,tt2177771,The Monuments Men,The Monuments Men,2014,118.0,"['Comedy', 'Drama', 'History']",6.1,117638,2.2671821142857143
443,15,2016-09-23,Storks,70000000,72679278,183353431,tt4624424,Storks,Storks,2016,87.0,"['Adventure', 'Animation', 'Comedy']",6.8,50448,2.6193347285714284
444,17,2003-12-10,Big Fish,70000000,66432867,123954323,tt2855236,Big Fish,Big Fish,2012,103.0,['Action'],4.0,32,1.7707760428571429
445,18,1994-06-17,Wolf,70000000,65011757,131011757,tt1648168,Wolf,Wolf,2010,98.0,"['Action', 'Crime', 'Drama']",4.7,87,1.8715965285714287
446,18,1994-06-17,Wolf,70000000,65011757,131011757,tt2102475,Wolf,Wolf,2012,87.0,"['Drama', 'Family']",6.9,142,1.8715965285714287
447,18,1994-06-17,Wolf,70000000,65011757,131011757,tt2504404,Wolf,Wolf,2013,122.0,"['Crime', 'Drama', 'Thriller']",7.3,3245,1.8715965285714287
448,18,1994-06-17,Wolf,70000000,65011757,131011757,tt6436666,Wolf,Wolf,2018,85.0,['Drama'],4.1,34,1.8715965285714287
449,18,1994-06-17,Wolf,70000000,65011757,131011757,tt8197998,Wolf,Börü,2018,80.0,"['Action', 'Thriller', 'War']",7.3,1555,1.8715965285714287
450,20,2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,tt3014284,The Lego Ninjago Movie,The Lego Ninjago Movie,2017,101.0,"['Action', 'Adventure', 'Animation']",6.0,18926,1.7533885857142857
451,21,2014-10-10,Dracula Untold,70000000,55991880,220241723,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"['Action', 'Drama', 'Fantasy']",6.3,164829,3.1463103285714284
452,22,2006-09-29,The Guardian,70000000,55011732,94973540,tt5594956,The Guardian,The Guardian,2016,72.0,"['Action', 'Mystery', 'Sci-Fi']",6.7,19,1.3567648571428572
453,22,2006-09-29,The Guardian,70000000,55011732,94973540,tt7146054,The Guardian,Da Hu Fa,2017,93.0,"['Action', 'Animation', 'Fantasy']",7.1,581,1.3567648571428572
454,25,2011-01-14,The Dilemma,70000000,48475290,70546865,tt1578275,The Dilemma,The Dilemma,2011,111.0,"['Comedy', 'Drama']",5.3,48148,1.0078123571428572
455,27,1998-11-06,The Siege,70000000,40934175,116625798,tt2318579,The Siege,La toma,2011,88.0,['Documentary'],7.2,20,1.6660828285714286
456,29,2012-06-15,Rock of Ages,70000000,38518613,61031932,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"['Comedy', 'Drama', 'Musical']",5.9,69910,0.8718847428571429
457,34,2002-06-07,Bad Company,70000000,30157016,69157016,tt1334515,Bad Company,Bad Company,2010,87.0,['Thriller'],5.1,10,0.9879573714285714
458,34,2002-06-07,Bad Company,70000000,30157016,69157016,tt3111306,Bad Company,Bad Company,2018,90.0,['Action'],3.3,71,0.9879573714285714
459,36,2016-01-29,The Finest Hours,70000000,27569558,49252761,tt2025690,The Finest Hours,The Finest Hours,2016,117.0,"['Action', 'Drama', 'History']",6.8,55981,0.7036108714285715
460,37,2013-10-18,Escape Plan,70000000,25135965,103735965,tt1211956,Escape Plan,Escape Plan,2013,115.0,"['Action', 'Crime', 'Mystery']",6.7,211587,1.4819423571428572
461,38,2011-09-23,Killer Elite,70000000,25124986,65409046,tt1448755,Killer Elite,Killer Elite,2011,116.0,"['Action', 'Crime', 'Thriller']",6.5,117711,0.9344149428571429
462,42,2014-01-10,The Legend of Hercules,70000000,18848538,58953319,tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,"['Action', 'Adventure', 'Fantasy']",4.2,50352,0.8421902714285714
463,43,2007-04-27,Next,70000000,18211013,73591500,tt4627100,Next,Next,2015,72.0,['Documentary'],8.0,11,1.0513071428571428
464,47,2015-01-16,Blackhat,70000000,8005980,19665004,tt2717822,Blackhat,Blackhat,2015,133.0,"['Action', 'Crime', 'Thriller']",5.4,48427,0.2809286285714286
465,50,2010-07-09,Despicable Me,69000000,251513985,543464573,tt1323594,Despicable Me,Despicable Me,2010,95.0,"['Animation', 'Comedy', 'Family']",7.7,464511,7.87629815942029
466,51,2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,['Comedy'],5.9,91546,1.2579203188405796
467,52,2018-03-02,Red Sparrow,69000000,46874505,145951861,tt2873282,Red Sparrow,Red Sparrow,2018,140.0,"['Action', 'Drama', 'Thriller']",6.6,136738,2.1152443623188404
468,53,2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"['Adventure', 'Drama', 'Fantasy']",5.0,211733,10.383865117647058
469,55,2015-06-26,Ted 2,68000000,81476385,217214143,tt2637276,Ted 2,Ted 2,2015,115.0,['Comedy'],6.3,165843,3.194325632352941
470,57,2011-02-25,Hall Pass,68000000,45060734,87173475,tt0480687,Hall Pass,Hall Pass,2011,105.0,"['Comedy', 'Romance']",5.9,113775,1.281962867647059
471,59,2003-03-21,Dreamcatcher,68000000,33685268,75685268,tt3215846,Dreamcatcher,Dreamcatcher,2015,104.0,"['Crime', 'Documentary', 'Drama']",7.1,395,1.1130186470588235
472,62,2017-12-22,Downsizing,68000000,24449754,54462971,tt1389072,Downsizing,Downsizing,2017,135.0,"['Drama', 'Sci-Fi']",5.7,74815,0.800926044117647
473,65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,105.0,"['Action', 'Fantasy', 'Horror']",5.9,142853,2.036884888888889
474,66,1996-09-20,Last Man Standing,67000000,18115927,18115927,tt1736017,Last Man Standing,Last Man Standing,2010,85.0,"['Biography', 'Crime', 'Documentary']",5.2,22,0.2703869701492537
475,66,1996-09-20,Last Man Standing,67000000,18115927,18115927,tt4722990,Last Man Standing,Last Man Standing,2015,,['Comedy'],6.8,5,0.2703869701492537
