,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,roi
0,1,2009-12-18,Avatar,425000000,760507625,2776345279,tt1775309,Avatar,Abatâ,2011,93.0,['Horror'],6.1,43,6.532577127058824
1,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"['Action', 'Adventure', 'Fantasy']",6.6,447624,2.546672856794934
2,3,2019-06-07,Dark Phoenix,350000000,42762350,149762350,tt6565702,Dark Phoenix,Dark Phoenix,2019,113.0,"['Action', 'Adventure', 'Sci-Fi']",6.0,24451,0.42789242857142856
3,4,2015-05-01,Avengers: Age of Ultron,330600000,459005868,1403013963,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015,141.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,665594,4.243841388384755
4,7,2018-04-27,Avengers: Infinity War,300000000,678815482,2048134200,tt4154756,Avengers: Infinity War,Avengers: Infinity War,2018,149.0,"['Action', 'Adventure', 'Sci-Fi']",8.5,670926,6.827114
5,9,2017-11-17,Justice League,300000000,229024295,655945209,tt0974015,Justice League,Justice League,2017,120.0,"['Action', 'Adventure', 'Fantasy']",6.5,329135,2.18648403
6,10,2015-11-06,Spectre,300000000,200074175,879620923,tt2379713,Spectre,Spectre,2015,148.0,"['Action', 'Adventure', 'Thriller']",6.8,352504,2.9320697433333334
7,11,2012-07-20,The Dark Knight Rises,275000000,448139099,1084439099,tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"['Action', 'Thriller']",8.4,1387769,3.9434149054545453
8,12,2018-05-25,Solo: A Star Wars Story,275000000,213767512,393151347,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135.0,"['Action', 'Adventure', 'Fantasy']",7.0,226243,1.4296412618181817
9,13,2013-07-02,The Lone Ranger,275000000,89302115,260002115,tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"['Action', 'Adventure', 'Western']",6.4,208827,0.9454622363636364
10,14,2012-03-09,John Carter,275000000,73058679,282778100,tt0401729,John Carter,John Carter,2012,132.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,241792,1.028284
11,15,2010-11-24,Tangled,260000000,200821936,586477240,tt0398286,Tangled,Tangled,2010,100.0,"['Adventure', 'Animation', 'Comedy']",7.8,366366,2.255681692307692
12,17,2016-05-06,Captain America: Civil War,250000000,408084349,1140069413,tt3498820,Captain America: Civil War,Captain America: Civil War,2016,147.0,"['Action', 'Adventure', 'Sci-Fi']",7.8,583507,4.560277652
13,18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016,151.0,"['Action', 'Adventure', 'Fantasy']",6.5,576909,3.470001124
14,19,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"['Adventure', 'Family', 'Fantasy']",7.9,719629,4.068014272
15,21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"['Adventure', 'Fantasy']",7.8,565563,3.84146742
16,22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,144.0,"['Adventure', 'Fantasy']",7.4,438621,3.782310484
17,23,2017-04-14,The Fate of the Furious,250000000,225764765,1234846267,tt4630562,The Fate of the Furious,The Fate of the Furious,2017,136.0,"['Action', 'Crime', 'Thriller']",6.7,179774,4.939385068
18,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"['Action', 'Adventure', 'Fantasy']",6.6,228592,3.4271353782608696
19,27,2012-05-04,The Avengers,225000000,623279547,1517935897,tt0848228,The Avengers,The Avengers,2012,143.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,1183655,6.746381764444444
20,35,1998-08-14,The Avengers,60000000,23385416,48585416,tt0848228,The Avengers,The Avengers,2012,143.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,1183655,0.8097569333333333
21,29,2013-06-14,Man of Steel,225000000,291045518,667999518,tt0770828,Man of Steel,Man of Steel,2013,143.0,"['Action', 'Adventure', 'Sci-Fi']",7.1,647288,2.9688867466666666
22,31,2012-07-03,The Amazing Spider-Man,220000000,262030663,757890267,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,525632,3.444955759090909
23,32,2012-05-18,Battleship,220000000,65233400,313477717,tt1440129,Battleship,Battleship,2012,131.0,"['Action', 'Adventure', 'Sci-Fi']",5.8,225342,1.4248987136363636
24,33,2017-06-21,Transformers: The Last Knight,217000000,130168683,602893340,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"['Action', 'Adventure', 'Sci-Fi']",5.2,119007,2.778310322580645
25,34,2015-06-12,Jurassic World,215000000,652270625,1648854864,tt0369610,Jurassic World,Jurassic World,2015,124.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,539338,7.669092390697674
26,35,2012-05-25,Men in Black 3,215000000,179020854,654213485,tt1409024,Men in Black 3,Men in Black 3,2012,106.0,"['Action', 'Adventure', 'Comedy']",6.8,309879,3.042853418604651
27,37,2014-06-27,Transformers: Age of Extinction,210000000,245439076,1104039076,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"['Action', 'Adventure', 'Sci-Fi']",5.7,283486,5.2573289333333335
28,39,2010-05-14,Robin Hood,210000000,105487148,322459006,tt0955308,Robin Hood,Robin Hood,2010,140.0,"['Action', 'Adventure', 'Drama']",6.6,239480,1.5355190761904762
29,39,2010-05-14,Robin Hood,210000000,105487148,322459006,tt2363363,Robin Hood,Robin Hood,2013,92.0,"['Action', 'Drama']",6.3,78,1.5355190761904762
30,39,2010-05-14,Robin Hood,210000000,105487148,322459006,tt4532826,Robin Hood,Robin Hood,2018,116.0,"['Action', 'Adventure', 'Thriller']",5.3,41588,1.5355190761904762
31,39,2010-05-14,Robin Hood,210000000,105487148,322459006,tt6858500,Robin Hood,Robin Hood,2018,,,7.6,5,1.5355190761904762
32,9,2018-11-21,Robin Hood,99000000,30824628,84747441,tt0955308,Robin Hood,Robin Hood,2010,140.0,"['Action', 'Adventure', 'Drama']",6.6,239480,0.8560347575757575
33,9,2018-11-21,Robin Hood,99000000,30824628,84747441,tt2363363,Robin Hood,Robin Hood,2013,92.0,"['Action', 'Drama']",6.3,78,0.8560347575757575
34,9,2018-11-21,Robin Hood,99000000,30824628,84747441,tt4532826,Robin Hood,Robin Hood,2018,116.0,"['Action', 'Adventure', 'Thriller']",5.3,41588,0.8560347575757575
35,9,2018-11-21,Robin Hood,99000000,30824628,84747441,tt6858500,Robin Hood,Robin Hood,2018,,,7.6,5,0.8560347575757575
36,42,2018-02-16,Black Panther,200000000,700059566,1348258224,tt1825683,Black Panther,Black Panther,2018,134.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,516148,6.74129112
37,43,1997-12-19,Titanic,200000000,659363944,2208208395,tt2495766,Titanic,Titanic,2012,,['Adventure'],6.2,20,11.041041975
38,44,2018-06-15,Incredibles 2,200000000,608581744,1242520711,tt3606756,Incredibles 2,Incredibles 2,2018,118.0,"['Action', 'Adventure', 'Animation']",7.7,203510,6.212603555
39,45,2016-12-16,Rogue One: A Star Wars Story,200000000,532177324,1049102856,tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133.0,"['Action', 'Adventure', 'Sci-Fi']",7.8,478592,5.24551428
40,46,2016-06-17,Finding Dory,200000000,486295561,1021215193,tt2277860,Finding Dory,Finding Dory,2016,97.0,"['Adventure', 'Animation', 'Comedy']",7.3,213542,5.106075965
41,47,2010-06-18,Toy Story 3,200000000,415004880,1068879522,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"['Adventure', 'Animation', 'Comedy']",8.3,682218,5.34439761
42,48,2013-05-03,Iron Man 3,200000000,408992272,1215392272,tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"['Action', 'Adventure', 'Sci-Fi']",7.2,692794,6.07696136
43,51,2010-03-05,Alice in Wonderland,200000000,334191110,1025491110,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"['Adventure', 'Family', 'Fantasy']",6.5,358813,5.12745555
44,51,2010-03-05,Alice in Wonderland,200000000,334191110,1025491110,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"['Fantasy', 'Musical']",6.5,6,5.12745555
45,60,1951-07-28,Alice in Wonderland,3000000,0,0,tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"['Adventure', 'Family', 'Fantasy']",6.5,358813,0.0
46,60,1951-07-28,Alice in Wonderland,3000000,0,0,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"['Fantasy', 'Musical']",6.5,6,0.0
47,52,2012-11-08,Skyfall,200000000,304360277,1110526981,tt1074638,Skyfall,Skyfall,2012,143.0,"['Action', 'Adventure', 'Thriller']",7.8,592221,5.552634905
48,53,2013-06-21,Monsters University,200000000,268488329,743588329,tt1453405,Monsters University,Monsters University,2013,104.0,"['Adventure', 'Animation', 'Comedy']",7.3,291887,3.717941645
49,54,2013-03-08,Oz the Great and Powerful,200000000,234770996,490359051,tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013,130.0,"['Adventure', 'Family', 'Fantasy']",6.3,192045,2.451795255
50,55,2014-05-23,X-Men: Days of Future Past,200000000,233921534,747862775,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"['Action', 'Adventure', 'Sci-Fi']",8.0,620079,3.739313875
51,56,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,708996336,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,388363,3.54498168
52,57,2011-06-24,Cars 2,200000000,191450875,560155383,tt1216475,Cars 2,Cars 2,2011,106.0,"['Adventure', 'Animation', 'Comedy']",6.2,138914,2.800776915
53,60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"['Adventure', 'Family', 'Fantasy']",6.6,163151,3.26110043
54,62,2011-06-17,Green Lantern,200000000,116601172,219535492,tt1133985,Green Lantern,Green Lantern,2011,114.0,"['Action', 'Adventure', 'Sci-Fi']",5.5,252281,1.09767746
55,64,2011-06-29,Transformers: Dark of the Moon,195000000,352390543,1123790543,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"['Action', 'Adventure', 'Sci-Fi']",6.2,366409,5.763028425641026
56,65,2017-06-09,The Mummy,195000000,80101125,409953905,tt2345759,The Mummy,The Mummy,2017,110.0,"['Action', 'Adventure', 'Fantasy']",5.5,154345,2.102327717948718
57,44,1999-05-07,The Mummy,80000000,155385488,416385488,tt2345759,The Mummy,The Mummy,2017,110.0,"['Action', 'Adventure', 'Fantasy']",5.5,154345,5.2048186
58,66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"['Adventure', 'Fantasy']",6.3,123127,1.0137825794871795
59,67,2015-04-03,Furious 7,190000000,353007020,1518722794,tt2820852,Furious 7,Furious Seven,2015,137.0,"['Action', 'Crime', 'Thriller']",7.2,335074,7.9932778631578945
60,68,2013-05-16,Star Trek Into Darkness,190000000,228778661,467381584,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,445535,2.4599030736842105
61,69,2013-06-21,World War Z,190000000,202359711,531514650,tt0816711,World War Z,World War Z,2013,116.0,"['Action', 'Adventure', 'Horror']",7.0,553751,2.7974455263157894
62,70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"['Drama', 'Romance']",7.3,433165,1.8475811526315788
63,100,1974-03-29,The Great Gatsby,7000000,26533200,26533200,tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"['Drama', 'Romance']",7.3,433165,3.790457142857143
64,72,2013-07-12,Pacific Rim,190000000,101802906,411002906,tt1663662,Pacific Rim,Pacific Rim,2013,131.0,"['Action', 'Adventure', 'Sci-Fi']",6.9,443667,2.1631731894736843
65,73,2015-11-25,The Good Dinosaur,187500000,123087120,333771037,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"['Adventure', 'Animation', 'Comedy']",6.7,91465,1.7801121973333334
66,74,2008-05-02,Iron Man,186000000,318604126,585171547,tt3375556,Iron Man,Adam Ahani,2013,84.0,"['Comedy', 'Drama', 'Family']",5.6,14,3.1460835860215055
67,77,2012-06-22,Brave,185000000,237282182,554606532,tt1217209,Brave,Brave,2012,93.0,"['Adventure', 'Animation', 'Comedy']",7.1,338728,2.997873145945946
68,78,2017-03-10,Kong: Skull Island,185000000,168052812,561072059,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"['Action', 'Adventure', 'Fantasy']",6.6,237720,3.0328219405405403
69,79,2016-07-22,Star Trek Beyond,185000000,158848340,335802233,tt2660888,Star Trek Beyond,Star Trek Beyond,2016,122.0,"['Action', 'Adventure', 'Sci-Fi']",7.1,209844,1.8151472054054054
70,80,2017-10-06,Blade Runner 2049,185000000,92054159,259357408,tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"['Drama', 'Mystery', 'Sci-Fi']",8.0,376241,1.4019319351351351
71,81,2019-05-24,Aladdin,182000000,246734314,619234314,tt6139732,Aladdin,Aladdin,2019,128.0,"['Adventure', 'Comedy', 'Family']",7.4,57549,3.4023863406593406
72,33,1992-11-11,Aladdin,28000000,217350219,504050219,tt6139732,Aladdin,Aladdin,2019,128.0,"['Adventure', 'Comedy', 'Family']",7.4,57549,18.001793535714285
73,82,2017-11-03,Thor: Ragnarok,180000000,315058289,846980024,tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"['Action', 'Adventure', 'Comedy']",7.9,482995,4.705444577777778
74,84,2014-05-30,Maleficent,180000000,241407328,758536735,tt1587310,Maleficent,Maleficent,2014,97.0,"['Action', 'Adventure', 'Family']",7.0,305832,4.214092972222222
75,85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132.0,"['Adventure', 'Family', 'Fantasy']",7.3,365353,4.457793627777778
76,88,2016-07-01,The Legend of Tarzan,180000000,126643061,348902025,tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"['Action', 'Adventure', 'Drama']",6.3,150154,1.9383445833333333
77,89,2011-11-23,Hugo,180000000,73864507,180047784,tt0970179,Hugo,Hugo,2011,126.0,"['Adventure', 'Drama', 'Family']",7.5,284869,1.0002654666666666
78,89,2011-11-23,Hugo,180000000,73864507,180047784,tt7496196,Hugo,Hugo,2017,80.0,['Documentary'],7.9,11,1.0002654666666666
79,90,2017-07-21,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"['Action', 'Adventure', 'Fantasy']",6.5,139792,1.1949908666666667
80,91,2015-02-06,Jupiter Ascending,179000000,47482519,181982519,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"['Action', 'Adventure', 'Sci-Fi']",5.3,166327,1.0166621173184358
81,93,2016-05-27,X-Men: Apocalypse,178000000,155442489,542537546,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,356556,3.047963741573034
82,94,2018-08-10,The Meg,178000000,145443742,529530715,tt4779682,The Meg,The Meg,2018,113.0,"['Action', 'Horror', 'Sci-Fi']",5.7,114042,2.974891657303371
83,95,2014-06-06,Edge of Tomorrow,178000000,100206256,370541256,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"['Action', 'Sci-Fi']",7.9,546284,2.081692449438202
84,96,2019-03-08,Captain Marvel,175000000,426525952,1123061550,tt4154664,Captain Marvel,Captain Marvel,2019,123.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,296225,6.417494571428572
85,97,2016-04-15,The Jungle Book,175000000,364001123,962854547,tt2226178,The Jungle Book,The Jungle Book,2014,64.0,['Animation'],7.0,59,5.502025982857143
86,97,2016-04-15,The Jungle Book,175000000,364001123,962854547,tt3040964,The Jungle Book,The Jungle Book,2016,106.0,"['Adventure', 'Drama', 'Family']",7.4,240821,5.502025982857143
87,96,1994-12-25,The Jungle Book,27000000,44342956,44342956,tt2226178,The Jungle Book,The Jungle Book,2014,64.0,['Animation'],7.0,59,1.6423317037037037
88,96,1994-12-25,The Jungle Book,27000000,44342956,44342956,tt3040964,The Jungle Book,The Jungle Book,2016,106.0,"['Adventure', 'Drama', 'Family']",7.4,240821,1.6423317037037037
89,98,2015-06-19,Inside Out,175000000,356461711,854235992,tt1640486,Inside Out,Inside Out,2011,93.0,"['Crime', 'Drama']",4.6,1566,4.8813485257142855
90,98,2015-06-19,Inside Out,175000000,356461711,854235992,tt2071483,Inside Out,Inside Out,2011,59.0,['Family'],7.3,15,4.8813485257142855
91,98,2015-06-19,Inside Out,175000000,356461711,854235992,tt2096673,Inside Out,Inside Out,2015,95.0,"['Adventure', 'Animation', 'Comedy']",8.2,536181,4.8813485257142855
92,98,2015-06-19,Inside Out,175000000,356461711,854235992,tt2608638,Inside Out,Inside Out,2013,75.0,"['Biography', 'Documentary', 'History']",7.5,60,4.8813485257142855
93,99,2017-07-07,Spider-Man: Homecoming,175000000,334201140,880166350,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,133.0,"['Action', 'Adventure', 'Sci-Fi']",7.5,426302,5.029522
94,100,2016-08-05,Suicide Squad,175000000,325100054,746059887,tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"['Action', 'Adventure', 'Fantasy']",6.0,533039,4.263199354285715
95,2,2017-11-22,Coco,175000000,209726015,798008101,tt2380307,Coco,Coco,2017,105.0,"['Adventure', 'Animation', 'Comedy']",8.4,277194,4.560046291428572
96,2,2017-11-22,Coco,175000000,209726015,798008101,tt7002100,Coco,Coco,2017,98.0,['Horror'],7.4,35,4.560046291428572
97,5,2017-06-16,Cars 3,175000000,152901115,383541369,tt3606752,Cars 3,Cars 3,2017,102.0,"['Adventure', 'Animation', 'Comedy']",6.8,59408,2.1916649657142857
98,11,2017-05-12,King Arthur: Legend of the Sword,175000000,39175066,139630336,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"['Action', 'Adventure', 'Drama']",6.8,169054,0.7978876342857143
99,12,2013-12-25,47 Ronin,175000000,38362475,151716815,tt1335975,47 Ronin,47 Ronin,2013,128.0,"['Action', 'Adventure', 'Drama']",6.3,135754,0.8669532285714285
100,13,2018-06-22,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018,128.0,"['Action', 'Adventure', 'Sci-Fi']",6.2,219125,7.681016464705882
101,14,2014-08-01,Guardians of the Galaxy,170000000,333172112,770867516,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"['Action', 'Adventure', 'Comedy']",8.1,948394,4.5345148
102,15,2010-05-07,Iron Man 2,170000000,312433331,621156389,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,657690,3.653861111764706
103,16,2014-04-04,Captain America: The Winter Soldier,170000000,259746958,714401889,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136.0,"['Action', 'Adventure', 'Sci-Fi']",7.8,666252,4.202364052941176
104,17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,710644566,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"['Action', 'Adventure', 'Drama']",7.6,390199,4.180262152941176
105,19,2012-06-01,Snow White and the Huntsman,170000000,155136755,401021746,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"['Action', 'Adventure', 'Drama']",6.1,258938,2.3589514470588235
106,22,2019-03-29,Dumbo,170000000,113883318,345004422,tt3861390,Dumbo,Dumbo,2019,112.0,"['Adventure', 'Family', 'Fantasy']",6.6,25072,2.0294377764705884
107,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"['Action', 'Adventure', 'Family']",6.4,161343,1.2154559882352942
108,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,['Documentary'],6.3,7,1.2154559882352942
109,24,2019-02-14,Alita: Battle Angel,170000000,85710210,402976036,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"['Action', 'Adventure', 'Sci-Fi']",7.5,88207,2.3704472705882353
110,25,2019-05-31,Godzilla: King of the Monsters,170000000,85576941,299276941,tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132.0,"['Action', 'Adventure', 'Fantasy']",6.7,36479,1.760452594117647
111,26,2016-05-27,Alice Through the Looking Glass,170000000,77042381,276928112,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,113.0,"['Adventure', 'Family', 'Fantasy']",6.2,79951,1.6289888941176471
112,27,2010-05-21,Shrek Forever After,165000000,238736787,756244673,tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"['Adventure', 'Animation', 'Comedy']",6.3,167532,4.583301048484849
113,28,2016-11-04,Doctor Strange,165000000,232641920,676404566,tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"['Action', 'Adventure', 'Fantasy']",7.5,514510,4.099421612121212
114,29,2014-11-07,Big Hero 6,165000000,222527828,652127828,tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"['Action', 'Adventure', 'Animation']",7.8,371204,3.952289866666667
115,30,2010-03-26,How to Train Your Dragon,165000000,217581232,494870992,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"['Action', 'Adventure', 'Animation']",8.1,611299,2.999218133333333
116,31,2012-11-02,Wreck-It Ralph,165000000,189412677,496511521,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"['Adventure', 'Animation', 'Comedy']",7.7,344496,3.0091607333333332
117,32,2014-11-05,Interstellar,165000000,188017894,666379375,tt0816692,Interstellar,Interstellar,2014,169.0,"['Adventure', 'Drama', 'Sci-Fi']",8.6,1299334,4.038662878787878
118,33,2016-06-24,Independence Day: Resurgence,165000000,103144286,384169424,tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,120.0,"['Action', 'Adventure', 'Sci-Fi']",5.2,155344,2.328299539393939
119,35,2017-03-17,Beauty and the Beast,160000000,504014165,1259199706,tt2316801,Beauty and the Beast,La belle et la bête,2014,112.0,"['Drama', 'Fantasy', 'Romance']",6.4,18100,7.8699981625
120,35,2017-03-17,Beauty and the Beast,160000000,504014165,1259199706,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"['Family', 'Fantasy', 'Musical']",7.2,238325,7.8699981625
121,86,1991-11-13,Beauty and the Beast,20000000,376057266,608431132,tt2316801,Beauty and the Beast,La belle et la bête,2014,112.0,"['Drama', 'Fantasy', 'Romance']",6.4,18100,30.4215566
122,86,1991-11-13,Beauty and the Beast,20000000,376057266,608431132,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"['Family', 'Fantasy', 'Musical']",7.2,238325,30.4215566
123,36,2018-12-21,Aquaman,160000000,335061807,1146894640,tt1477834,Aquaman,Aquaman,2018,143.0,"['Action', 'Adventure', 'Fantasy']",7.1,263328,7.1680915
124,38,2010-07-16,Inception,160000000,292576195,835524642,tt1375666,Inception,Inception,2010,148.0,"['Action', 'Adventure', 'Sci-Fi']",8.8,1841066,5.2220290125
125,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,252384,4.05616741875
126,41,2014-05-16,Godzilla,160000000,200676069,529076069,tt0831387,Godzilla,Godzilla,2014,123.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,350687,3.30672543125
127,74,1998-05-19,Godzilla,125000000,136314294,376000000,tt0831387,Godzilla,Godzilla,2014,123.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,350687,3.008
128,42,2011-06-03,X-Men: First Class,160000000,146408305,355408305,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"['Action', 'Adventure', 'Sci-Fi']",7.7,608930,2.22130190625
129,44,2010-07-14,The Sorcerer's Apprentice,160000000,63150991,217986320,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"['Action', 'Adventure', 'Family']",6.1,143862,1.3624145
130,46,2016-06-10,Warcraft,160000000,47225655,425522281,tt0803096,Warcraft,Warcraft,2016,123.0,"['Action', 'Adventure', 'Fantasy']",6.9,225557,2.65951425625
131,47,2016-09-30,Deepwater Horizon,156000000,61433527,122603824,tt1860357,Deepwater Horizon,Deepwater Horizon,2016,107.0,"['Action', 'Drama', 'History']",7.1,133303,0.7859219487179487
132,48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"['Adventure', 'Family', 'Fantasy']",6.3,129663,2.697980322580645
133,50,2018-03-23,Pacific Rim: Uprising,155000000,59874525,290930148,tt2557478,Pacific Rim: Uprising,Pacific Rim: Uprising,2018,111.0,"['Action', 'Adventure', 'Sci-Fi']",5.6,89462,1.8769686967741936
134,52,2017-07-14,War for the Planet of the Apes,152000000,146880162,489592267,tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"['Action', 'Adventure', 'Drama']",7.5,201943,3.2210017565789473
135,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"['Action', 'Adventure', 'Fantasy']",7.5,487527,5.47422252
136,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,tt4028068,Wonder Woman,Wonder Woman,2014,60.0,['Sci-Fi'],4.2,20,5.47422252
137,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"['Documentary', 'Drama', 'Sport']",6.9,13,5.47422252
138,56,2013-11-22,Frozen,150000000,400738009,1272469910,tt1323045,Frozen,Frozen,2010,93.0,"['Adventure', 'Drama', 'Sport']",6.2,62311,8.483132733333333
139,56,2013-11-22,Frozen,150000000,400738009,1272469910,tt1611845,Frozen,Wai nei chung ching,2010,92.0,"['Fantasy', 'Romance']",5.4,75,8.483132733333333
140,56,2013-11-22,Frozen,150000000,400738009,1272469910,tt2294629,Frozen,Frozen,2013,102.0,"['Adventure', 'Animation', 'Comedy']",7.5,516998,8.483132733333333
